gender,age,marital_status,highest_qualification,nationality,ethnicity,State,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Female,45,Married,ONC/BTEC,USA,White,Newyork,"$5,200 to $10,400",South West,No,NA,NA,
Female,66,Married,No Qualification,USA,White,Chicago,"$2,600 to $5,200",South West,No,NA,NA,
Female,53,Divorced,Higher/Sub Degree,USA,White,Ohio,"$5,200 to $10,400",South West,No,NA,NA,
Female,43,Divorced,GCSE/O Level,USA,White,Missouri,"$10,400 to $15,600",South West,Yes,5,0,Packets
Female,72,Widowed,No Qualification,USA,White,Newyork,"$2,600 to $5,200",South West,Yes,3,3,Packets
Female,72,Widowed,No Qualification,USA,White,Chicago,"$5,200 to $10,400",South West,No,NA,NA,
Female,67,Married,Higher/Sub Degree,USA,White,Ohio,"$10,400 to $15,600",South West,No,NA,NA,
Female,37,Divorced,GCSE/O Level,USA,White,Missouri,"$5,200 to $10,400",South West,No,NA,NA,
Male,38,Married,ONC/BTEC,USA,White,Newyork,"$10,400 to $15,600",South West,No,NA,NA,
Female,39,Married,GCSE/O Level,USA,White,Chicago,"$10,400 to $15,600",South West,Yes,10,6,Both/Mainly Packets
Male,64,Divorced,No Qualification,USA,White,Ohio,"$5,200 to $10,400",South West,No,NA,NA,
Male,72,Married,No Qualification,USA,White,Missouri,"$2,600 to $5,200",South West,No,NA,NA,
Male,54,Married,GCSE/O Level,USA,White,Newyork,"$10,400 to $15,600",South West,Yes,20,20,Packets
Female,59,Widowed,No Qualification,USA,White,Chicago,"$5,200 to $10,400",South West,No,NA,NA,
Female,50,Married,ONC/BTEC,USA,White,Ohio,"$10,400 to $15,600",South West,No,NA,NA,
Male,33,Married,GCSE/O Level,USA,White,Missouri,"Above $36,400",South West,No,NA,NA,
Female,45,Married,Higher/Sub Degree,USA,White,Newyork,"$20,800 to $28,600",South West,No,NA,NA,
Female,73,Widowed,No Qualification,USA,White,Chicago,"$5,200 to $10,400",South West,No,NA,NA,
Male,68,Married,Degree,USA,White,Ohio,"$15,600 to $20,800",South West,No,NA,NA,
Female,33,Married,GCSE/O Level,USA,White,Missouri,"$10,400 to $15,600",South West,No,NA,NA,
Female,21,Single,ONC/BTEC,USA,White,Newyork,"$2,600 to $5,200",South West,No,NA,NA,
Female,32,Married,Degree,USA,White,Chicago,"$20,800 to $28,600",South West,No,NA,NA,
Male,37,Married,Other/Sub Degree,USA,White,Ohio,"$15,600 to $20,800",South West,No,NA,NA,
Female,48,Single,Degree,USA,White,Missouri,Refused,South West,Yes,10,10,Hand-Rolled
Male,25,Single,No Qualification,USA,White,Newyork,"$15,600 to $20,800",South West,Yes,40,20,Packets
Male,61,Married,No Qualification,USA,White,Chicago,"$5,200 to $10,400",South West,Yes,30,10,Hand-Rolled
Female,86,Widowed,No Qualification,USA,White,Ohio,"$2,600 to $5,200",South West,No,NA,NA,
Female,45,Married,No Qualification,USA,White,Missouri,"$5,200 to $10,400",South West,No,NA,NA,
Female,60,Divorced,GCSE/O Level,USA,White,Newyork,"$10,400 to $15,600",South West,No,NA,NA,
Female,40,Single,Degree,USA,White,Chicago,"$15,600 to $20,800",South West,No,NA,NA,
Male,55,Married,No Qualification,USA,White,Ohio,Refused,South West,No,NA,NA,
Male,53,Separated,GCSE/O Level,Welsh,White,Missouri,"$10,400 to $15,600",South West,No,NA,NA,
Male,41,Married,GCSE/O Level,USA,White,Newyork,"$2,600 to $5,200",South West,No,NA,NA,
Female,17,Single,GCSE/O Level,USA,White,Chicago,"Under $2,600",South West,Yes,20,10,Both/Mainly Packets
Female,42,Divorced,Higher/Sub Degree,USA,White,Ohio,"$15,600 to $20,800",South West,No,NA,NA,
Male,44,Married,GCSE/O Level,USA,White,Missouri,"$20,800 to $28,600",South West,No,NA,NA,
Female,43,Married,A Levels,USA,White,Newyork,"$10,400 to $15,600",South West,No,NA,NA,
Female,39,Married,Other/Sub Degree,Other,White,Chicago,"$2,600 to $5,200",South West,Yes,20,20,Packets
Male,67,Married,No Qualification,USA,White,Ohio,"$10,400 to $15,600",South West,No,NA,NA,
Female,73,Married,No Qualification,USA,White,Missouri,"Under $2,600",South West,No,NA,NA,
Female,16,Single,GCSE/O Level,USA,White,Newyork,"$2,600 to $5,200",South West,No,NA,NA,
Female,73,Widowed,No Qualification,USA,White,Chicago,"$10,400 to $15,600",South West,No,NA,NA,
Male,52,Married,Degree,Scottish,White,Ohio,"Above $36,400",South West,No,NA,NA,
Male,72,Single,No Qualification,USA,White,Missouri,"$5,200 to $10,400",South West,No,NA,NA,
Male,79,Married,No Qualification,USA,White,Newyork,"$10,400 to $15,600",South West,No,NA,NA,
Female,90,Widowed,No Qualification,USA,White,Chicago,"$2,600 to $5,200",South West,No,NA,NA,
Male,27,Single,Higher/Sub Degree,USA,White,Ohio,"$20,800 to $28,600",South West,Yes,30,10,Packets
Male,32,Divorced,Degree,USA,White,Missouri,"Above $36,400",South West,No,NA,NA,
Female,38,Divorced,GCSE/O Level,USA,White,Newyork,"$5,200 to $10,400",South West,No,NA,NA,
Female,21,Single,Degree,USA,White,Chicago,"Under $2,600",South West,No,NA,NA,
Male,40,Married,A Levels,USA,White,Ohio,"Above $36,400",South West,No,NA,NA,
Male,28,Married,Degree,USA,White,Missouri,"Above $36,400",South West,No,NA,NA,
Male,47,Married,A Levels,USA,White,Newyork,"Above $36,400",South West,Yes,40,40,Packets
Female,45,Married,Degree,USA,White,Chicago,"$5,200 to $10,400",South West,No,NA,NA,
Female,95,Widowed,No Qualification,USA,White,Ohio,"$5,200 to $10,400",South West,No,NA,NA,
Male,18,Single,A Levels,USA,White,Missouri,"$2,600 to $5,200",South West,No,NA,NA,
Female,89,Widowed,GCSE/O Level,USA,White,Newyork,Unknown,South West,No,NA,NA,
Female,82,Widowed,No Qualification,USA,White,Chicago,"$5,200 to $10,400",South West,No,NA,NA,
Male,65,Married,A Levels,USA,White,Ohio,"$28,600 to $36,400",South West,No,NA,NA,
Female,87,Widowed,GCSE/O Level,USA,White,Missouri,"$5,200 to $10,400",South West,No,NA,NA,
Male,30,Single,Higher/Sub Degree,USA,White,Newyork,"$20,800 to $28,600",South West,Yes,4,1,Packets
Female,77,Widowed,Degree,USA,White,Chicago,"$28,600 to $36,400",South West,No,NA,NA,
Female,55,Divorced,Degree,USA,White,Ohio,"Above $36,400",South West,No,NA,NA,
Female,33,Married,Degree,USA,Asian,Missouri,"$5,200 to $10,400",South West,No,NA,NA,
Female,56,Married,No Qualification,USA,Black,Newyork,"$5,200 to $10,400",South West,No,NA,NA,
Female,68,Divorced,No Qualification,USA,White,Chicago,"$2,600 to $5,200",South West,Yes,15,10,Packets
Female,73,Married,No Qualification,USA,White,Ohio,"$2,600 to $5,200",South West,No,NA,NA,
Female,66,Single,GCSE/O Level,USA,White,Missouri,"$10,400 to $15,600",South West,No,NA,NA,
Female,73,Married,Other/Sub Degree,USA,White,Newyork,"$5,200 to $10,400",South West,No,NA,NA,
Male,42,Married,Higher/Sub Degree,USA,White,Chicago,"$20,800 to $28,600",South West,Yes,12,0,Packets
Male,41,Single,No Qualification,Welsh,White,Ohio,Refused,South West,No,NA,NA,
Female,35,Married,GCSE/CSE,USA,White,Missouri,"$10,400 to $15,600",South West,No,NA,NA,
Female,53,Married,No Qualification,USA,White,Newyork,"$2,600 to $5,200",South West,No,NA,NA,
Female,74,Divorced,No Qualification,USA,White,Chicago,"$5,200 to $10,400",South West,No,NA,NA,
Male,46,Married,No Qualification,USA,White,Ohio,"$10,400 to $15,600",South West,Yes,25,25,Hand-Rolled
Female,22,Single,GCSE/CSE,USA,White,Missouri,"$2,600 to $5,200",South West,No,NA,NA,
Male,27,Married,A Levels,USA,White,Newyork,"$15,600 to $20,800",South West,No,NA,NA,
Female,71,Married,GCSE/O Level,USA,White,Chicago,"$5,200 to $10,400",South West,No,NA,NA,
Male,78,Widowed,Other/Sub Degree,USA,White,Ohio,"$5,200 to $10,400",South West,No,NA,NA,
Female,38,Married,GCSE/O Level,USA,White,Missouri,"$5,200 to $10,400",South West,No,NA,NA,
Female,31,Married,A Levels,USA,White,Newyork,"$10,400 to $15,600",South West,No,NA,NA,
Female,54,Married,Degree,USA,White,Chicago,"$2,600 to $5,200",South West,No,NA,NA,
Female,31,Single,GCSE/CSE,USA,White,Ohio,"$10,400 to $15,600",South West,No,NA,NA,
Male,53,Married,ONC/BTEC,USA,Mixed,Missouri,"Above $36,400",South West,No,NA,NA,
Female,36,Single,GCSE/O Level,USA,White,Newyork,"$2,600 to $5,200",South West,Yes,20,20,Both/Mainly Packets
Male,41,Married,Other/Sub Degree,USA,White,Chicago,"$15,600 to $20,800",South West,No,NA,NA,
Male,78,Widowed,No Qualification,USA,White,Ohio,"$5,200 to $10,400",South West,Yes,15,12,Packets
Female,54,Divorced,GCSE/O Level,USA,White,Missouri,"$2,600 to $5,200",South West,Yes,10,10,Packets
Female,72,Divorced,No Qualification,USA,White,Newyork,"$2,600 to $5,200",South West,No,NA,NA,
Male,28,Married,Other/Sub Degree,USA,White,Chicago,"$20,800 to $28,600",South West,Yes,20,20,Hand-Rolled
Female,41,Separated,GCSE/O Level,USA,White,Ohio,"$5,200 to $10,400",South West,Yes,20,15,Both/Mainly Packets
Female,78,Married,No Qualification,USA,White,Missouri,"Under $2,600",South West,No,NA,NA,
Male,71,Widowed,No Qualification,Welsh,White,Newyork,"$5,200 to $10,400",South West,No,NA,NA,
Female,57,Married,Other/Sub Degree,USA,White,Chicago,"$5,200 to $10,400",South West,No,NA,NA,
Male,31,Married,GCSE/O Level,USA,White,Ohio,"$15,600 to $20,800",South West,Yes,1,5,Packets
Female,64,Widowed,No Qualification,Irish,White,Missouri,"$5,200 to $10,400",South West,No,NA,NA,
Male,65,Married,No Qualification,USA,White,Newyork,"$5,200 to $10,400",South West,No,NA,NA,
Male,61,Married,No Qualification,USA,White,Chicago,"$5,200 to $10,400",South West,No,NA,NA,
Male,33,Married,GCSE/CSE,USA,White,Ohio,"$20,800 to $28,600",South West,No,NA,NA,
Female,60,Married,ONC/BTEC,USA,White,Missouri,Refused,South West,Yes,20,20,Packets
Male,40,Married,Higher/Sub Degree,USA,White,Newyork,"$15,600 to $20,800",South West,No,NA,NA,
Female,68,Married,Other/Sub Degree,USA,White,Chicago,"$5,200 to $10,400",South West,No,NA,NA,
Female,36,Married,No Qualification,USA,White,Ohio,"$15,600 to $20,800",South West,No,NA,NA,
Female,35,Married,GCSE/O Level,USA,White,Missouri,"Under $2,600",South West,No,NA,NA,
Male,22,Single,GCSE/CSE,USA,White,Newyork,"$20,800 to $28,600",South West,Yes,20,5,Packets
Female,43,Married,GCSE/CSE,USA,White,Chicago,"$2,600 to $5,200",South West,No,NA,NA,
Male,84,Widowed,No Qualification,USA,White,Ohio,"$5,200 to $10,400",South West,No,NA,NA,
Female,24,Single,No Qualification,USA,White,Missouri,"$5,200 to $10,400",South West,No,NA,NA,
Male,68,Married,No Qualification,USA,White,Newyork,"$5,200 to $10,400",South West,Yes,25,12,Hand-Rolled
Male,35,Single,Other/Sub Degree,USA,White,Chicago,"Under $2,600",South West,Yes,10,10,Packets
Female,51,Divorced,Other/Sub Degree,USA,White,Ohio,Unknown,South West,Yes,25,25,Packets
Male,45,Married,ONC/BTEC,USA,White,Missouri,"$28,600 to $36,400",South West,No,NA,NA,
Female,45,Single,No Qualification,USA,White,Newyork,Refused,South West,Yes,5,5,Packets
Male,71,Married,No Qualification,USA,White,Chicago,"$10,400 to $15,600",South West,No,NA,NA,
Female,47,Married,No Qualification,USA,White,Ohio,"$5,200 to $10,400",South West,Yes,20,15,Packets
Female,39,Married,Higher/Sub Degree,USA,White,Missouri,"$10,400 to $15,600",South West,No,NA,NA,
Male,62,Married,Higher/Sub Degree,USA,White,Newyork,"$2,600 to $5,200",South West,No,NA,NA,
Female,37,Single,Degree,USA,White,Chicago,"$15,600 to $20,800",South West,No,NA,NA,
Female,71,Married,No Qualification,USA,White,Ohio,Refused,South West,No,NA,NA,
Male,49,Divorced,Degree,USA,White,Missouri,"$28,600 to $36,400",South West,No,NA,NA,
Female,22,Single,GCSE/CSE,USA,White,Newyork,"$2,600 to $5,200",South West,Yes,30,20,Both/Mainly Packets
Male,61,Married,No Qualification,USA,White,Chicago,"Under $2,600",South West,No,NA,NA,
Male,34,Single,GCSE/O Level,USA,White,Ohio,"$20,800 to $28,600",South West,Yes,10,5,Packets
Female,40,Separated,Degree,USA,White,Missouri,"Above $36,400",South West,No,NA,NA,
Female,27,Separated,No Qualification,USA,White,Newyork,"$2,600 to $5,200",South West,Yes,20,20,Both/Mainly Packets
Male,28,Single,ONC/BTEC,USA,White,Chicago,"$10,400 to $15,600",South West,Yes,12,12,Packets
Female,28,Single,A Levels,USA,White,Ohio,"$10,400 to $15,600",South West,No,NA,NA,
Male,36,Married,GCSE/CSE,USA,White,Missouri,"$20,800 to $28,600",South West,Yes,20,30,Both/Mainly Packets
Female,34,Single,GCSE/O Level,USA,White,Newyork,"$5,200 to $10,400",South West,Yes,20,20,Hand-Rolled
Male,19,Single,A Levels,USA,White,Chicago,"$10,400 to $15,600",South West,No,NA,NA,
Female,31,Divorced,GCSE/O Level,USA,White,Ohio,"$15,600 to $20,800",South West,Yes,20,20,Packets
Male,49,Divorced,No Qualification,USA,White,Missouri,Refused,South West,Yes,20,20,Hand-Rolled
Male,42,Divorced,A Levels,Irish,White,Newyork,"$2,600 to $5,200",South West,Yes,50,50,Hand-Rolled
Female,38,Married,No Qualification,USA,White,Chicago,"Under $2,600",South West,No,NA,NA,
Male,16,Single,No Qualification,USA,White,Ohio,"Under $2,600",South West,Yes,6,6,Both/Mainly Packets
Male,73,Married,No Qualification,USA,White,Missouri,"$5,200 to $10,400",South West,No,NA,NA,
Male,36,Married,GCSE/O Level,USA,Asian,Newyork,"$15,600 to $20,800",South West,No,NA,NA,
Female,81,Married,No Qualification,Welsh,White,Chicago,"Under $2,600",South West,No,NA,NA,
Female,97,Widowed,No Qualification,USA,White,Ohio,"$10,400 to $15,600",South West,No,NA,NA,
Male,38,Married,No Qualification,USA,White,Missouri,"$10,400 to $15,600",South West,No,NA,NA,
Female,46,Married,Other/Sub Degree,USA,White,Newyork,"$5,200 to $10,400",South West,Yes,12,7,Packets
Male,79,Married,No Qualification,USA,White,Chicago,"$5,200 to $10,400",South West,No,NA,NA,
Female,76,Widowed,No Qualification,USA,White,Ohio,"$2,600 to $5,200",South West,Yes,4,4,Packets
Female,54,Widowed,No Qualification,Irish,White,Missouri,"$2,600 to $5,200",Wales,No,NA,NA,
Male,59,Married,Degree,USA,White,Newyork,"Above $36,400",Wales,No,NA,NA,
Male,52,Separated,Degree,USA,White,Chicago,"Above $36,400",Wales,No,NA,NA,
Male,58,Divorced,No Qualification,Welsh,White,Ohio,"$5,200 to $10,400",Wales,Yes,20,20,Both/Mainly Packets
Male,69,Divorced,Degree,Welsh,White,Missouri,"$15,600 to $20,800",Wales,No,NA,NA,
Male,67,Widowed,Degree,Welsh,White,Newyork,"$5,200 to $10,400",Wales,No,NA,NA,
Female,76,Married,Other/Sub Degree,Welsh,White,Chicago,Refused,Wales,No,NA,NA,
Male,33,Married,No Qualification,USA,Asian,Ohio,"$5,200 to $10,400",Wales,No,NA,NA,
Male,61,Separated,No Qualification,Welsh,White,Missouri,Refused,Wales,Yes,30,30,Hand-Rolled
Female,82,Widowed,No Qualification,Welsh,White,Newyork,Refused,Wales,No,NA,NA,
Male,62,Married,No Qualification,Welsh,White,Chicago,"$5,200 to $10,400",Wales,No,NA,NA,
Male,66,Divorced,No Qualification,Welsh,White,Ohio,Refused,Wales,No,NA,NA,
Female,69,Widowed,No Qualification,Welsh,White,Missouri,"Under $2,600",Wales,No,NA,NA,
Female,25,Married,No Qualification,Other,Asian,Newyork,Refused,Wales,No,NA,NA,
Male,29,Single,Degree,Welsh,White,Chicago,"$20,800 to $28,600",Wales,No,NA,NA,
Male,28,Married,Degree,USA,White,Ohio,"$10,400 to $15,600",Wales,No,NA,NA,
Female,52,Single,Degree,Other,White,Missouri,"$28,600 to $36,400",Wales,No,NA,NA,
Female,81,Widowed,No Qualification,Welsh,White,Newyork,Refused,Wales,No,NA,NA,
Female,44,Married,GCSE/O Level,Welsh,White,Chicago,"$10,400 to $15,600",Wales,Yes,20,20,Packets
Female,62,Married,GCSE/O Level,Welsh,White,Ohio,Refused,Wales,No,NA,NA,
Male,45,Married,No Qualification,Welsh,White,Missouri,"$2,600 to $5,200",Wales,No,NA,NA,
Female,71,Widowed,No Qualification,Welsh,White,Newyork,"$5,200 to $10,400",Wales,No,NA,NA,
Female,72,Married,No Qualification,Welsh,White,Chicago,"$2,600 to $5,200",Wales,No,NA,NA,
Female,69,Widowed,No Qualification,USA,White,Ohio,Unknown,Wales,Yes,15,15,Packets
Female,72,Widowed,No Qualification,Welsh,White,Missouri,"$2,600 to $5,200",Wales,Yes,10,10,Packets
Male,61,Married,No Qualification,Welsh,White,Newyork,"$5,200 to $10,400",Wales,No,NA,NA,
Female,29,Married,A Levels,USA,White,Chicago,"$2,600 to $5,200",Wales,Yes,5,2,Packets
Female,37,Single,Higher/Sub Degree,USA,White,Ohio,"$5,200 to $10,400",Wales,Yes,30,30,Packets
Male,29,Single,GCSE/O Level,Welsh,White,Missouri,"$15,600 to $20,800",Wales,Yes,20,20,Packets
Male,57,Married,No Qualification,USA,White,Newyork,"$10,400 to $15,600",Wales,No,NA,NA,
Male,60,Married,GCSE/O Level,Welsh,White,Chicago,"$5,200 to $10,400",Wales,No,NA,NA,
Male,38,Married,Higher/Sub Degree,Welsh,White,Ohio,"$28,600 to $36,400",Wales,No,NA,NA,
Male,74,Married,No Qualification,Welsh,White,Missouri,"$5,200 to $10,400",Wales,No,NA,NA,
Male,38,Married,Higher/Sub Degree,Welsh,White,Newyork,"$10,400 to $15,600",Wales,No,NA,NA,
Female,51,Divorced,GCSE/O Level,Welsh,White,Chicago,Refused,Wales,No,NA,NA,
Male,68,Married,No Qualification,Welsh,White,Ohio,"$2,600 to $5,200",Wales,Yes,15,15,Hand-Rolled
Male,67,Married,Higher/Sub Degree,Welsh,White,Missouri,"$10,400 to $15,600",Wales,No,NA,NA,
Male,32,Single,GCSE/O Level,Welsh,White,Newyork,"$10,400 to $15,600",Wales,No,NA,NA,
Female,25,Married,ONC/BTEC,USA,Asian,Chicago,"$5,200 to $10,400",Wales,No,NA,NA,
Male,53,Married,No Qualification,Welsh,White,Ohio,"$15,600 to $20,800",Wales,No,NA,NA,
Female,52,Divorced,No Qualification,Welsh,Unknown,Missouri,"$5,200 to $10,400",Wales,Yes,5,5,Packets
Female,21,Single,No Qualification,Welsh,White,Newyork,"$2,600 to $5,200",Wales,No,NA,NA,
Female,71,Divorced,No Qualification,Welsh,White,Chicago,"$5,200 to $10,400",Wales,No,NA,NA,
Female,30,Married,GCSE/O Level,USA,White,Ohio,"Under $2,600",Wales,No,NA,NA,
Male,23,Single,GCSE/O Level,Welsh,White,Missouri,"$15,600 to $20,800",Wales,No,NA,NA,
Female,28,Single,Higher/Sub Degree,Welsh,White,Newyork,"$10,400 to $15,600",Wales,Yes,0,1,Packets
Female,37,Married,GCSE/O Level,Welsh,White,Chicago,"$5,200 to $10,400",Wales,No,NA,NA,
Female,84,Widowed,No Qualification,Welsh,White,Ohio,"$2,600 to $5,200",Wales,No,NA,NA,
Female,61,Married,No Qualification,USA,White,Missouri,"$2,600 to $5,200",Wales,No,NA,NA,
Female,18,Single,GCSE/O Level,Welsh,White,Newyork,"$2,600 to $5,200",Wales,No,NA,NA,
Female,55,Married,GCSE/O Level,USA,White,Chicago,"$5,200 to $10,400",Wales,No,NA,NA,
Male,52,Single,Higher/Sub Degree,USA,White,Ohio,"$20,800 to $28,600",Wales,No,NA,NA,
Female,46,Married,No Qualification,Welsh,White,Missouri,"$2,600 to $5,200",Wales,Yes,25,25,Packets
Female,46,Married,Other/Sub Degree,USA,White,Newyork,"$10,400 to $15,600",Wales,No,NA,NA,
Male,23,Single,No Qualification,Welsh,White,Chicago,"$2,600 to $5,200",Wales,No,NA,NA,
Male,58,Married,Degree,USA,White,Ohio,"$20,800 to $28,600",Wales,No,NA,NA,
Male,16,Single,GCSE/O Level,Welsh,White,Missouri,"Under $2,600",Wales,No,NA,NA,
Male,71,Married,No Qualification,Welsh,White,Newyork,"$15,600 to $20,800",Wales,No,NA,NA,
Female,47,Married,No Qualification,USA,White,Chicago,"$2,600 to $5,200",Wales,Yes,10,10,Packets
Male,34,Married,Degree,Welsh,White,Ohio,"$20,800 to $28,600",Wales,No,NA,NA,
Female,55,Single,No Qualification,USA,White,Missouri,"Above $36,400",Wales,No,NA,NA,
Female,78,Widowed,Other/Sub Degree,USA,White,Newyork,"$20,800 to $28,600",Wales,No,NA,NA,
Male,35,Single,No Qualification,Welsh,White,Chicago,"$2,600 to $5,200",Wales,Yes,40,40,Hand-Rolled
Male,68,Married,No Qualification,USA,White,Ohio,"$20,800 to $28,600",Wales,No,NA,NA,
Male,76,Single,No Qualification,USA,White,Missouri,"$5,200 to $10,400",Wales,No,NA,NA,
Male,28,Single,GCSE/CSE,Welsh,White,Newyork,"$10,400 to $15,600",Wales,No,NA,NA,
Female,36,Divorced,GCSE/CSE,USA,White,Chicago,"$5,200 to $10,400",Wales,Yes,20,20,Both/Mainly Packets
Female,57,Divorced,ONC/BTEC,USA,White,Ohio,"$5,200 to $10,400",Wales,No,NA,NA,
Female,29,Single,Higher/Sub Degree,Welsh,White,Missouri,"$10,400 to $15,600",Wales,Yes,20,10,Both/Mainly Packets
Female,27,Single,GCSE/O Level,Welsh,White,Newyork,"$5,200 to $10,400",Wales,Yes,5,5,Packets
Female,64,Widowed,No Qualification,USA,White,Chicago,"$2,600 to $5,200",Wales,No,NA,NA,
Female,89,Single,No Qualification,Welsh,White,Ohio,Refused,Wales,No,NA,NA,
Female,26,Single,GCSE/CSE,Welsh,White,Missouri,"$2,600 to $5,200",Wales,Yes,15,15,Packets
Male,27,Single,Higher/Sub Degree,Welsh,White,Newyork,"$20,800 to $28,600",Wales,No,NA,NA,
Male,66,Single,Higher/Sub Degree,USA,White,Chicago,"$10,400 to $15,600",Wales,No,NA,NA,
Female,84,Widowed,No Qualification,USA,White,Ohio,"$5,200 to $10,400",Wales,No,NA,NA,
Male,41,Single,Higher/Sub Degree,USA,White,Missouri,"$20,800 to $28,600",Wales,Yes,20,12,Packets
Male,27,Single,Degree,USA,White,Newyork,"$15,600 to $20,800",Wales,No,NA,NA,
Female,40,Divorced,GCSE/O Level,USA,White,Chicago,"$10,400 to $15,600",Wales,No,NA,NA,
Female,79,Widowed,No Qualification,USA,White,Ohio,"$10,400 to $15,600",Wales,No,NA,NA,
Male,49,Married,No Qualification,USA,White,Missouri,"$20,800 to $28,600",Wales,Yes,20,20,Packets
Female,79,Widowed,No Qualification,USA,White,Newyork,Unknown,Wales,No,NA,NA,
Female,54,Married,No Qualification,Welsh,White,Chicago,"Under $2,600",Wales,No,NA,NA,
Male,25,Single,GCSE/O Level,Scottish,White,Ohio,"$5,200 to $10,400",Scotland,Yes,10,10,Packets
Female,45,Single,Degree,Scottish,White,Missouri,"$28,600 to $36,400",Scotland,Yes,5,5,Packets
Female,24,Single,Degree,Scottish,White,Newyork,"$5,200 to $10,400",Scotland,Yes,5,5,Packets
Female,54,Divorced,No Qualification,Scottish,White,Chicago,"$10,400 to $15,600",Scotland,Yes,20,10,Packets
Female,78,Widowed,No Qualification,Scottish,White,Ohio,"$15,600 to $20,800",Scotland,No,NA,NA,
Male,50,Married,No Qualification,Scottish,White,Missouri,"$10,400 to $15,600",Scotland,Yes,25,25,Hand-Rolled
Female,42,Married,Degree,Scottish,White,Newyork,"$20,800 to $28,600",Scotland,No,NA,NA,
Female,32,Single,A Levels,Scottish,White,Chicago,"$10,400 to $15,600",Scotland,Yes,10,10,Packets
Male,75,Single,No Qualification,Scottish,White,Ohio,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,25,Single,GCSE/O Level,Scottish,White,Missouri,"Under $2,600",Scotland,Yes,15,15,Packets
Male,50,Separated,Higher/Sub Degree,Scottish,White,Newyork,"$20,800 to $28,600",Scotland,No,NA,NA,
Male,24,Single,Higher/Sub Degree,Scottish,White,Chicago,"$28,600 to $36,400",Scotland,Yes,15,15,Packets
Male,35,Single,Higher/Sub Degree,USA,White,Ohio,"$28,600 to $36,400",Scotland,No,NA,NA,
Female,52,Married,No Qualification,Scottish,White,Missouri,"$10,400 to $15,600",Scotland,No,NA,NA,
Female,42,Married,Degree,USA,White,Newyork,"$10,400 to $15,600",Scotland,No,NA,NA,
Male,44,Separated,GCSE/O Level,Scottish,White,Chicago,"$15,600 to $20,800",Scotland,No,NA,NA,
Male,67,Widowed,No Qualification,Scottish,White,Ohio,"$5,200 to $10,400",Scotland,Yes,20,12,Hand-Rolled
Female,69,Widowed,No Qualification,Scottish,White,Missouri,"$2,600 to $5,200",Scotland,No,NA,NA,
Female,91,Single,No Qualification,Scottish,White,Newyork,"$2,600 to $5,200",Scotland,No,NA,NA,
Male,61,Divorced,No Qualification,Scottish,White,Chicago,"$2,600 to $5,200",Scotland,No,NA,NA,
Female,50,Single,Degree,USA,White,Ohio,"$20,800 to $28,600",Scotland,No,NA,NA,
Male,37,Single,Higher/Sub Degree,Scottish,White,Missouri,"$20,800 to $28,600",Scotland,No,NA,NA,
Female,35,Single,Higher/Sub Degree,Scottish,White,Newyork,"$15,600 to $20,800",Scotland,Yes,15,15,Packets
Male,24,Single,Higher/Sub Degree,USA,White,Chicago,"$10,400 to $15,600",Scotland,Yes,20,15,Packets
Female,39,Single,No Qualification,Scottish,White,Ohio,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,79,Divorced,No Qualification,Scottish,White,Missouri,"$2,600 to $5,200",Scotland,No,NA,NA,
Male,40,Married,Degree,Scottish,White,Newyork,"Above $36,400",Scotland,No,NA,NA,
Male,60,Married,Degree,USA,White,Chicago,"Above $36,400",Scotland,No,NA,NA,
Male,42,Married,No Qualification,Scottish,White,Ohio,"$20,800 to $28,600",Scotland,No,NA,NA,
Male,64,Widowed,Other/Sub Degree,Scottish,White,Missouri,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,55,Married,GCSE/O Level,Scottish,White,Newyork,"$15,600 to $20,800",Scotland,Yes,2,10,Packets
Male,54,Married,Other/Sub Degree,Scottish,White,Chicago,"$10,400 to $15,600",Scotland,No,NA,NA,
Female,61,Married,Higher/Sub Degree,USA,White,Ohio,"$10,400 to $15,600",Scotland,No,NA,NA,
Female,62,Divorced,Higher/Sub Degree,Scottish,White,Missouri,"$5,200 to $10,400",Scotland,No,NA,NA,
Female,59,Divorced,Degree,Scottish,White,Newyork,Unknown,Scotland,No,NA,NA,
Female,79,Widowed,GCSE/CSE,Scottish,White,Chicago,Refused,Scotland,No,NA,NA,
Female,37,Married,Degree,USA,White,Ohio,"$10,400 to $15,600",Scotland,No,NA,NA,
Female,55,Married,Other/Sub Degree,Scottish,White,Missouri,"$2,600 to $5,200",Scotland,Yes,12,8,Packets
Female,88,Widowed,Higher/Sub Degree,Scottish,White,Newyork,"$28,600 to $36,400",Scotland,No,NA,NA,
Female,39,Divorced,Degree,USA,White,Chicago,"$15,600 to $20,800",Scotland,No,NA,NA,
Male,34,Single,Degree,USA,White,Ohio,"Above $36,400",Scotland,No,NA,NA,
Male,42,Married,Degree,Scottish,White,Missouri,"$28,600 to $36,400",Scotland,No,NA,NA,
Female,45,Married,Degree,USA,White,Newyork,"$2,600 to $5,200",Scotland,No,NA,NA,
Male,59,Married,ONC/BTEC,Scottish,White,Chicago,"Above $36,400",Scotland,No,NA,NA,
Male,58,Married,GCSE/O Level,USA,White,Ohio,"$10,400 to $15,600",Scotland,Yes,30,30,Packets
